Sale ID,Date,Customer,City,Category,Product,Unit Price (EGP),Qty,Total (EGP),Rep
EG-IT-1908,2023-10-13,Banque Misr,Mansoura,Software,CRM Subscription,1547,48,74256,Yasmine Mahmoud
EG-IT-1909,2023-02-13,Telecom Egypt,Cairo,Cybersecurity,Firewall License,17261,6,103566,Yasmine Mahmoud
EG-IT-1910,2023-02-28,Banque Misr,Alexandria,Cybersecurity,Penetration Testing License,38278,10,382780,Yasmine Mahmoud
EG-IT-1911,2023-04-21,Talaat Moustafa Group,Port Said,Hardware,UPS Backup System,83381,14,1167334,Yasmine Mahmoud
EG-IT-1912,2023-04-15,CIB Bank,Cairo,Consulting,Cloud Migration,75275,1,75275,Mohamed Ali
EG-IT-1913,2023-08-19,Telecom Egypt,Alexandria,Cybersecurity,Penetration Testing License,22734,1,22734,Sarah Hassan
EG-IT-1914,2023-10-18,CIB Bank,Tanta,Cybersecurity,Firewall License,21665,4,86660,Sarah Hassan
EG-IT-1915,2023-10-19,QNB Alahli,Alexandria,Consulting,Digital Transformation Strategy,65595,1,65595,Ahmed Mansour
EG-IT-1916,2023-09-12,CIB Bank,Hurghada,Cloud Services,Local Data Center Hosting,6746,10,67460,Mariam Zaki
EG-IT-1917,2023-10-18,Telecom Egypt,Giza,Consulting,Digital Transformation Strategy,268791,1,268791,Yasmine Mahmoud
EG-IT-1918,2023-10-22,Elsewedy Electric,Port Said,Software,ERP License (Arabic),13748,52,714896,Khaled Ibrahim
EG-IT-1919,2023-12-29,CIB Bank,Suez,Hardware,UPS Backup System,77223,7,540561,Mariam Zaki
EG-IT-1920,2023-05-22,EgyptAir,Assiut,Consulting,Digital Transformation Strategy,168264,1,168264,Sarah Hassan
EG-IT-1921,2023-08-23,CIB Bank,Alexandria,Hardware,Networking Switch,88595,20,1771900,Mohamed Ali
EG-IT-1922,2023-07-31,Orascom Development,Alexandria,Hardware,Networking Switch,48734,9,438606,Yasmine Mahmoud
EG-IT-1923,2023-02-22,Elsewedy Electric,Mansoura,Hardware,UPS Backup System,58449,17,993633,Yasmine Mahmoud
EG-IT-1924,2023-02-11,Talaat Moustafa Group,Tanta,Cloud Services,Google Cloud Support,73683,2,147366,Khaled Ibrahim
EG-IT-1925,2023-06-13,Telecom Egypt,Giza,Consulting,Cloud Migration,89121,1,89121,Ahmed Mansour
EG-IT-1926,2023-12-17,Orascom Development,Suez,Consulting,Cloud Migration,282412,1,282412,Khaled Ibrahim
EG-IT-1927,2023-04-20,Banque Misr,Assiut,Consulting,IT Security Audit,53577,1,53577,Yasmine Mahmoud
EG-IT-1928,2023-10-04,Orascom Development,Giza,Cloud Services,Local Data Center Hosting,6460,5,32300,Sarah Hassan
EG-IT-1929,2023-09-19,QNB Alahli,Hurghada,Cybersecurity,Penetration Testing License,67979,7,475853,Yasmine Mahmoud
EG-IT-1930,2023-07-08,Telecom Egypt,Alexandria,Cybersecurity,Firewall License,74153,2,148306,Ahmed Mansour
EG-IT-1931,2023-08-21,CIB Bank,Suez,Hardware,Server Rack v2,114312,18,2057616,Ahmed Mansour
EG-IT-1932,2023-10-07,Raya Holding,Assiut,Consulting,Cloud Migration,160531,1,160531,Sarah Hassan
EG-IT-1933,2023-04-29,Raya Holding,Cairo,Cybersecurity,Endpoint Protection,52199,10,521990,Sarah Hassan
EG-IT-1934,2023-02-19,Fawry,Assiut,Hardware,UPS Backup System,77400,15,1161000,Mohamed Ali
EG-IT-1935,2023-01-05,Fawry,Alexandria,Cloud Services,Azure Managed Svcs,63689,2,127378,Mohamed Ali
EG-IT-1936,2023-01-07,Telecom Egypt,Hurghada,Cloud Services,Local Data Center Hosting,30302,3,90906,Mohamed Ali
EG-IT-1937,2023-02-20,QNB Alahli,Tanta,Cybersecurity,Endpoint Protection,68710,8,549680,Yasmine Mahmoud
EG-IT-1938,2023-07-19,Banque Misr,Mansoura,Cloud Services,AWS Storage,58068,7,406476,Khaled Ibrahim
EG-IT-1939,2023-09-25,Raya Holding,Giza,Cloud Services,AWS Storage,23276,4,93104,Yasmine Mahmoud
EG-IT-1940,2023-11-24,Fawry,Port Said,Software,Project Mgmt Tool,13006,90,1170540,Khaled Ibrahim
EG-IT-1941,2023-01-28,Raya Holding,Assiut,Software,HR & Payroll System,2617,21,54957,Ahmed Mansour
EG-IT-1942,2023-10-01,Talaat Moustafa Group,Cairo,Consulting,Digital Transformation Strategy,106230,1,106230,Ahmed Mansour
EG-IT-1943,2023-04-05,Orascom Development,Giza,Cloud Services,Local Data Center Hosting,62460,4,249840,Ahmed Mansour
EG-IT-1944,2023-10-05,QNB Alahli,Cairo,Hardware,Server Rack v2,77341,13,1005433,Mohamed Ali
EG-IT-1945,2023-01-17,EgyptAir,Assiut,Software,Project Mgmt Tool,10381,70,726670,Mohamed Ali
EG-IT-1946,2023-08-02,EgyptAir,Assiut,Cloud Services,Azure Managed Svcs,64584,8,516672,Mariam Zaki
EG-IT-1947,2023-11-25,CIB Bank,Giza,Hardware,UPS Backup System,43943,7,307601,Mariam Zaki
EG-IT-1948,2023-03-24,Orascom Development,Hurghada,Software,HR & Payroll System,3685,88,324280,Yasmine Mahmoud
EG-IT-1949,2023-10-22,Juhayna,Hurghada,Consulting,Digital Transformation Strategy,238757,1,238757,Sarah Hassan
EG-IT-1950,2023-05-12,Fawry,Mansoura,Consulting,IT Security Audit,178994,1,178994,Mohamed Ali
EG-IT-1951,2023-12-14,Juhayna,Assiut,Software,HR & Payroll System,9371,10,93710,Khaled Ibrahim
EG-IT-1952,2023-09-17,Orascom Development,Mansoura,Software,Project Mgmt Tool,1617,13,21021,Khaled Ibrahim
EG-IT-1953,2023-06-09,Juhayna,Cairo,Hardware,Server Rack v2,105546,11,1161006,Mohamed Ali
EG-IT-1954,2023-04-23,Talaat Moustafa Group,Giza,Cloud Services,Local Data Center Hosting,32643,10,326430,Sarah Hassan
EG-IT-1955,2023-12-19,Raya Holding,Suez,Consulting,Digital Transformation Strategy,222711,1,222711,Yasmine Mahmoud
EG-IT-1956,2023-04-13,Banque Misr,Assiut,Cybersecurity,Penetration Testing License,59266,2,118532,Mohamed Ali
EG-IT-1957,2023-01-01,Telecom Egypt,Giza,Consulting,Cloud Migration,130692,1,130692,Mohamed Ali
EG-IT-1958,2023-03-01,Elsewedy Electric,Port Said,Consulting,IT Security Audit,116029,1,116029,Mariam Zaki
EG-IT-1959,2023-04-22,Talaat Moustafa Group,Tanta,Cloud Services,AWS Storage,49566,8,396528,Mohamed Ali
EG-IT-1960,2023-01-17,Banque Misr,Cairo,Cybersecurity,Penetration Testing License,75346,1,75346,Mariam Zaki
EG-IT-1961,2023-12-13,CIB Bank,Assiut,Hardware,Laptop Pro X1,24238,20,484760,Ahmed Mansour
EG-IT-1962,2023-12-27,QNB Alahli,Suez,Hardware,Networking Switch,69268,6,415608,Ahmed Mansour
EG-IT-1963,2023-09-24,Orascom Development,Assiut,Cloud Services,Google Cloud Support,15717,7,110019,Sarah Hassan
EG-IT-1964,2023-08-20,QNB Alahli,Mansoura,Software,CRM Subscription,8767,15,131505,Mohamed Ali
EG-IT-1965,2023-09-13,EgyptAir,Alexandria,Cybersecurity,Penetration Testing License,47563,3,142689,Yasmine Mahmoud
EG-IT-1966,2023-03-05,QNB Alahli,Port Said,Software,Project Mgmt Tool,7132,38,271016,Ahmed Mansour
EG-IT-1967,2023-01-27,Telecom Egypt,Suez,Cloud Services,Google Cloud Support,23354,6,140124,Mariam Zaki
EG-IT-1968,2023-07-02,Talaat Moustafa Group,Hurghada,Software,Project Mgmt Tool,4636,10,46360,Khaled Ibrahim
EG-IT-1969,2023-03-17,Fawry,Port Said,Cybersecurity,Endpoint Protection,46287,4,185148,Ahmed Mansour
EG-IT-1970,2023-02-13,QNB Alahli,Mansoura,Software,CRM Subscription,8371,33,276243,Khaled Ibrahim
EG-IT-1971,2023-04-27,Orascom Development,Giza,Hardware,UPS Backup System,64649,15,969735,Sarah Hassan
EG-IT-1972,2023-01-31,Telecom Egypt,Assiut,Hardware,UPS Backup System,99958,12,1199496,Yasmine Mahmoud
EG-IT-1973,2023-10-04,QNB Alahli,Suez,Cybersecurity,Firewall License,37584,7,263088,Khaled Ibrahim
EG-IT-1974,2023-03-26,Talaat Moustafa Group,Giza,Consulting,IT Security Audit,82592,1,82592,Ahmed Mansour
EG-IT-1975,2023-08-29,Telecom Egypt,Alexandria,Cybersecurity,Penetration Testing License,25972,10,259720,Mohamed Ali
EG-IT-1976,2023-10-06,Raya Holding,Mansoura,Consulting,IT Security Audit,291428,1,291428,Mohamed Ali
EG-IT-1977,2023-07-14,QNB Alahli,Cairo,Cybersecurity,Penetration Testing License,24893,8,199144,Mariam Zaki
EG-IT-1978,2023-09-08,Telecom Egypt,Assiut,Hardware,Server Rack v2,111287,4,445148,Khaled Ibrahim
EG-IT-1979,2023-07-03,Elsewedy Electric,Assiut,Consulting,Cloud Migration,225721,1,225721,Yasmine Mahmoud
EG-IT-1980,2023-12-30,Fawry,Hurghada,Cybersecurity,Firewall License,23469,3,70407,Sarah Hassan
EG-IT-1981,2023-02-26,Juhayna,Suez,Consulting,Digital Transformation Strategy,226281,1,226281,Sarah Hassan
EG-IT-1982,2023-10-15,CIB Bank,Cairo,Software,Project Mgmt Tool,12712,38,483056,Sarah Hassan
EG-IT-1983,2023-12-19,Fawry,Assiut,Consulting,Cloud Migration,131938,1,131938,Yasmine Mahmoud
EG-IT-1984,2023-10-21,QNB Alahli,Suez,Software,CRM Subscription,5501,29,159529,Mariam Zaki
EG-IT-1985,2023-08-08,Fawry,Alexandria,Cybersecurity,Penetration Testing License,55884,7,391188,Ahmed Mansour
EG-IT-1986,2023-01-27,Juhayna,Cairo,Cybersecurity,Penetration Testing License,12595,2,25190,Khaled Ibrahim
EG-IT-1987,2023-11-07,CIB Bank,Hurghada,Consulting,Cloud Migration,255372,1,255372,Ahmed Mansour
EG-IT-1988,2023-05-13,Elsewedy Electric,Hurghada,Software,Project Mgmt Tool,3102,93,288486,Ahmed Mansour
EG-IT-1989,2023-07-22,Talaat Moustafa Group,Mansoura,Cloud Services,Local Data Center Hosting,8535,10,85350,Sarah Hassan
EG-IT-1990,2023-10-09,Talaat Moustafa Group,Tanta,Software,Project Mgmt Tool,3632,95,345040,Mariam Zaki
EG-IT-1991,2023-06-16,Fawry,Cairo,Consulting,Cloud Migration,251259,1,251259,Mariam Zaki
EG-IT-1992,2023-04-12,Talaat Moustafa Group,Alexandria,Software,ERP License (Arabic),8966,86,771076,Sarah Hassan
EG-IT-1993,2023-05-28,Banque Misr,Assiut,Consulting,IT Security Audit,179763,1,179763,Yasmine Mahmoud
EG-IT-1994,2023-07-29,Talaat Moustafa Group,Suez,Cybersecurity,Firewall License,63334,4,253336,Mohamed Ali
EG-IT-1995,2023-03-27,Orascom Development,Assiut,Consulting,Cloud Migration,193667,1,193667,Mariam Zaki
EG-IT-1996,2023-09-08,Talaat Moustafa Group,Cairo,Hardware,Laptop Pro X1,60683,15,910245,Sarah Hassan
EG-IT-1997,2023-04-04,EgyptAir,Giza,Cybersecurity,Penetration Testing License,67569,10,675690,Sarah Hassan
EG-IT-1998,2023-05-25,Orascom Development,Assiut,Cloud Services,AWS Storage,25755,5,128775,Sarah Hassan
EG-IT-1999,2023-05-03,Juhayna,Tanta,Cloud Services,AWS Storage,78768,7,551376,Mariam Zaki
